"freq"	"ch 1"
4927.0	-154.5
4928.0	-157.56
4929.0	-163.57
4930.0	-162.82
4931.0	-158.2
4932.0	-153.3
4933.0	-159.59
4934.0	-157.34
4935.0	-151.75
4936.0	-149.52
4937.0	-153.59
4938.0	-162.12
4939.0	-162.54
4940.0	-158.47
4941.0	-160.91
4942.0	-150.8
4943.0	-150.0
4944.0	-155.55
4945.0	-160.73
4946.0	-152.17
4947.0	-150.56
4948.0	-158.69
4949.0	-160.93
4950.0	-159.31
4951.0	-156.72
4952.0	-149.27
4953.0	-150.07
4954.0	-159.98
4955.0	-164.03
4956.0	-158.67
4957.0	-156.86
4958.0	-158.33
4959.0	-159.0
4960.0	-156.3
4961.0	-157.92
4962.0	-161.8
4963.0	-169.68
4964.0	-155.85
4965.0	-164.91
4966.0	-171.45
4967.0	-154.59
4968.0	-161.61
4969.0	-160.66
4970.0	-158.03
4971.0	-162.09
4972.0	-152.45
4973.0	-149.38
4974.0	-154.44
4975.0	-155.38
4976.0	-158.27
4977.0	-156.5
4978.0	-157.45
4979.0	-155.7
4980.0	-156.81
4981.0	-154.88
4982.0	-161.59
4983.0	-168.48
4984.0	-164.47
4985.0	-174.32
4986.0	-157.64
4987.0	-152.89
4988.0	-163.96
4989.0	-167.16
4990.0	-166.7
4991.0	-161.9
4992.0	-153.17
4993.0	-160.6
4994.0	-155.96
4995.0	-152.27
4996.0	-152.22
4997.0	-153.17
4998.0	-152.08
4999.0	-163.29
5000.0	-151.8
5001.0	-154.51
5002.0	-154.46
5003.0	-150.61
5004.0	-154.07
5005.0	-160.27
5006.0	-160.99
5007.0	-156.16
5008.0	-171.96
5009.0	-156.97
5010.0	-166.79
5011.0	-159.74
5012.0	-152.03
5013.0	-147.69
5014.0	-154.83
5015.0	-160.25
5016.0	-154.83
5017.0	-159.49
5018.0	-156.24
5019.0	-159.22
5020.0	-155.38
5021.0	-162.9
5022.0	-156.64
5023.0	-152.39
5024.0	-152.86
5025.0	-154.62
5026.0	-163.92
5027.0	-151.73
5028.0	-153.49
5029.0	-180.23
5030.0	-161.01
5031.0	-175.21
5032.0	-154.57
5033.0	-156.08
5034.0	-162.37
5035.0	-152.92
5036.0	-147.61
5037.0	-145.04
5038.0	-148.59
5039.0	-156.54
5040.0	-156.43
5041.0	-154.59
5042.0	-150.77
5043.0	-156.22
5044.0	-160.28
5045.0	-167.43
5046.0	-161.4
5047.0	-156.08
5048.0	-152.77
5049.0	-155.06
5050.0	-158.11
5051.0	-153.66
5052.0	-163.13
5053.0	-159.36
5054.0	-154.41
5055.0	-156.44
5056.0	-156.27
5057.0	-153.72
5058.0	-151.38
5059.0	-148.86
5060.0	-150.56
5061.0	-155.11
5062.0	-162.66
5063.0	-158.48
5064.0	-150.65
5065.0	-150.85
5066.0	-153.71
5067.0	-149.46
5068.0	-150.17
5069.0	-159.29
5070.0	-160.1
5071.0	-159.27
5072.0	-160.04
5073.0	-155.91
5074.0	-151.55
5075.0	-151.39
5076.0	-152.9
5077.0	-153.09
5078.0	-149.13
5079.0	-152.83
5080.0	-165.17
5081.0	-157.53
5082.0	-152.37
5083.0	-151.43
5084.0	-154.38
5085.0	-155.08
5086.0	-155.6
5087.0	-158.68
5088.0	-156.92
5089.0	-159.86
5090.0	-176.72
5091.0	-154.34
5092.0	-148.54
5093.0	-151.48
5094.0	-159.98
5095.0	-154.79
5096.0	-160.72
5097.0	-164.66
5098.0	-153.38
5099.0	-155.16
5100.0	-155.86
5101.0	-148.68
5102.0	-150.61
5103.0	-158.22
5104.0	-153.07
5105.0	-156.13
5106.0	-162.12
5107.0	-150.12
5108.0	-147.38
5109.0	-153.51
5110.0	-160.39
5111.0	-156.2
5112.0	-156.99
5113.0	-159.75
5114.0	-152.77
5115.0	-158.89
5116.0	-155.68
5117.0	-156.66
5118.0	-159.13
5119.0	-173.22
5120.0	-157.67
5121.0	-147.26
5122.0	-149.44
5123.0	-157.99
5124.0	-153.5
5125.0	-158.4
5126.0	-151.85
5127.0	-160.0
5128.0	-157.07
5129.0	-153.48
5130.0	-150.47
5131.0	-154.84
5132.0	-152.6
5133.0	-148.78
5134.0	-154.05
5135.0	-154.37
5136.0	-151.68
5137.0	-150.84
5138.0	-157.29
5139.0	-152.23
5140.0	-150.98
5141.0	-153.1
5142.0	-154.2
5143.0	-156.94
5144.0	-159.05
5145.0	-146.09
5146.0	-144.43
5147.0	-147.74
5148.0	-160.37
5149.0	-155.79
5150.0	-152.56
5151.0	-148.88
5152.0	-149.66
5153.0	-158.45
5154.0	-156.32
5155.0	-151.26
5156.0	-156.78
5157.0	-152.43
5158.0	-151.17
5159.0	-158.74
5160.0	-160.92
5161.0	-146.99
5162.0	-147.42
5163.0	-148.87
5164.0	-151.21
5165.0	-167.97
5166.0	-160.78
5167.0	-148.12
5168.0	-148.22
5169.0	-150.51
5170.0	-150.14
5171.0	-154.04
5172.0	-156.0
5173.0	-174.32
5174.0	-152.03
5175.0	-158.04
5176.0	-152.28
5177.0	-150.94
5178.0	-154.88
5179.0	-163.25
5180.0	-153.85
5181.0	-153.08
5182.0	-152.57
5183.0	-151.06
5184.0	-164.2
5185.0	-152.35
5186.0	-157.11
5187.0	-172.31
5188.0	-151.91
5189.0	-148.46
5190.0	-148.11
5191.0	-148.16
5192.0	-151.88
5193.0	-155.75
5194.0	-158.75
5195.0	-148.44
5196.0	-145.76
5197.0	-149.99
5198.0	-153.98
5199.0	-159.05
5200.0	-159.66
5201.0	-151.58
5202.0	-156.12
5203.0	-156.24
5204.0	-155.28
5205.0	-159.81
5206.0	-163.93
5207.0	-155.13
5208.0	-151.81
5209.0	-147.74
5210.0	-145.17
5211.0	-149.53
5212.0	-159.31
5213.0	-149.81
5214.0	-149.34
5215.0	-148.94
5216.0	-147.68
5217.0	-149.55
5218.0	-156.9
5219.0	-166.29
5220.0	-158.91
5221.0	-151.08
5222.0	-153.29
5223.0	-152.44
5224.0	-148.84
5225.0	-155.79
5226.0	-186.38
5227.0	-151.67
5228.0	-152.23
5229.0	-155.4
5230.0	-153.19
5231.0	-152.33
5232.0	-168.05
5233.0	-166.89
5234.0	-159.24
5235.0	-162.5
5236.0	-156.03
5237.0	-155.66
5238.0	-151.94
5239.0	-156.62
5240.0	-161.71
5241.0	-160.41
5242.0	-157.45
5243.0	-152.05
5244.0	-160.5
5245.0	-153.66
5246.0	-153.46
5247.0	-154.82
5248.0	-146.89
5249.0	-146.09
5250.0	-152.73
5251.0	-162.16
5252.0	-161.75
5253.0	-160.55
5254.0	-155.35
5255.0	-149.38
5256.0	-149.2
5257.0	-149.93
5258.0	-150.91
5259.0	-154.97
5260.0	-152.77
5261.0	-149.75
5262.0	-148.5
5263.0	-146.03
5264.0	-153.74
5265.0	-148.04
5266.0	-149.13
5267.0	-161.8
5268.0	-150.94
5269.0	-150.76
5270.0	-155.37
5271.0	-148.57
5272.0	-149.06
5273.0	-149.55
5274.0	-153.17
5275.0	-157.45
5276.0	-156.15
5277.0	-153.76
5278.0	-157.26
5279.0	-149.75
5280.0	-149.68
5281.0	-156.29
5282.0	-170.09
5283.0	-154.31
5284.0	-151.27
5285.0	-148.2
5286.0	-150.9
5287.0	-161.66
5288.0	-157.92
5289.0	-159.2
5290.0	-153.03
5291.0	-151.75
5292.0	-153.53
5293.0	-155.85
5294.0	-150.02
5295.0	-147.75
5296.0	-149.26
5297.0	-158.5
5298.0	-162.18
5299.0	-159.6
5300.0	-162.7
5301.0	-155.15
5302.0	-150.09
5303.0	-158.21
5304.0	-149.5
5305.0	-151.97
5306.0	-141.66
5307.0	-145.19
5308.0	-152.66
5309.0	-154.89
5310.0	-151.34
5311.0	-147.68
5312.0	-146.28
5313.0	-148.22
5314.0	-158.15
5315.0	-158.93
5316.0	-155.63
5317.0	-155.05
5318.0	-155.34
5319.0	-166.23
5320.0	-157.05
5321.0	-152.53
5322.0	-156.33
5323.0	-153.67
5324.0	-149.73
5325.0	-145.51
5326.0	-144.35
5327.0	-146.71
5328.0	-147.57
5329.0	-148.32
5330.0	-155.36
5331.0	-155.61
5332.0	-156.09
5333.0	-153.0
5334.0	-149.83
5335.0	-153.05
5336.0	-158.96
5337.0	-159.78
5338.0	-163.82
5339.0	-157.23
5340.0	-151.13
5341.0	-152.47
5342.0	-152.44
5343.0	-146.46
5344.0	-152.02
5345.0	-154.67
5346.0	-160.27
5347.0	-154.61
5348.0	-152.26
5349.0	-156.48
5350.0	-153.38
5351.0	-153.34
5352.0	-150.83
5353.0	-150.44
5354.0	-146.31
5355.0	-148.36
5356.0	-147.95
5357.0	-153.75
5358.0	-150.19
5359.0	-153.32
5360.0	-150.16
5361.0	-145.73
5362.0	-146.72
5363.0	-142.35
5364.0	-140.95
5365.0	-144.97
5366.0	-153.19
5367.0	-147.28
5368.0	-144.28
5369.0	-147.27
5370.0	-157.51
5371.0	-152.16
5372.0	-149.1
5373.0	-148.47
5374.0	-151.46
5375.0	-157.16
5376.0	-154.3
5377.0	-150.1
5378.0	-151.16
5379.0	-153.98
5380.0	-151.14
5381.0	-148.21
5382.0	-152.25
5383.0	-157.09
5384.0	-155.89
5385.0	-149.82
5386.0	-149.1
5387.0	-151.08
5388.0	-152.47
5389.0	-174.81
5390.0	-157.45
5391.0	-167.62
5392.0	-179.18
5393.0	-154.36
5394.0	-151.06
5395.0	-153.4
5396.0	-161.4
5397.0	-162.17
5398.0	-156.39
5399.0	-150.05
5400.0	-148.62
5401.0	-144.81
5402.0	-145.62
5403.0	-146.98
5404.0	-143.32
5405.0	-147.65
5406.0	-152.57
5407.0	-151.82
5408.0	-147.9
5409.0	-146.82
5410.0	-150.54
5411.0	-158.6
5412.0	-154.32
5413.0	-164.8
5414.0	-160.72
5415.0	-161.13
5416.0	-154.27
5417.0	-150.42
5418.0	-149.13
5419.0	-157.02
5420.0	-158.0
5421.0	-157.44
5422.0	-154.62
5423.0	-164.7
5424.0	-153.47
5425.0	-148.09
5426.0	-144.9
5427.0	-147.25
5428.0	-173.23
5429.0	-156.44
5430.0	-148.27
5431.0	-146.9
5432.0	-151.64
5433.0	-149.96
5434.0	-146.69
5435.0	-151.28
5436.0	-153.17
5437.0	-149.91
5438.0	-150.41
5439.0	-159.58
5440.0	-148.65
5441.0	-148.91
5442.0	-154.26
5443.0	-155.72
5444.0	-153.67
5445.0	-150.58
5446.0	-147.47
5447.0	-148.64
5448.0	-149.29
5449.0	-157.28
5450.0	-153.4
5451.0	-153.72
5452.0	-155.63
5453.0	-152.4
5454.0	-150.23
5455.0	-146.18
5456.0	-146.15
5457.0	-146.65
5458.0	-145.59
5459.0	-147.52
5460.0	-150.51
5461.0	-152.94
5462.0	-152.09
5463.0	-149.94
5464.0	-161.19
5465.0	-152.92
5466.0	-148.95
5467.0	-146.5
5468.0	-149.28
5469.0	-149.98
5470.0	-150.04
5471.0	-148.33
5472.0	-153.4
5473.0	-153.81
5474.0	-147.51
5475.0	-154.19
5476.0	-152.29
5477.0	-148.62
5478.0	-149.34
5479.0	-152.97
5480.0	-144.35
5481.0	-150.53
5482.0	-152.82
5483.0	-154.71
5484.0	-165.58
5485.0	-147.68
5486.0	-144.02
5487.0	-150.92
5488.0	-158.09
5489.0	-148.15
5490.0	-146.63
5491.0	-150.85
5492.0	-155.11
5493.0	-151.58
5494.0	-153.7
5495.0	-153.09
5496.0	-146.9
5497.0	-151.7
5498.0	-148.09
5499.0	-144.0
5500.0	-147.72
5501.0	-155.58
5502.0	-147.62
5503.0	-143.92
5504.0	-148.15
5505.0	-148.78
5506.0	-144.85
5507.0	-148.14
5508.0	-149.78
5509.0	-158.95
5510.0	-160.26
5511.0	-153.31
5512.0	-155.17
5513.0	-147.68
5514.0	-149.8
5515.0	-151.57
5516.0	-151.96
5517.0	-151.41
5518.0	-153.71
5519.0	-151.21
5520.0	-153.71
5521.0	-148.91
5522.0	-159.45
5523.0	-149.23
5524.0	-147.88
5525.0	-153.14
5526.0	-150.55
5527.0	-145.78
5528.0	-148.96
5529.0	-150.15
5530.0	-150.08
5531.0	-155.03
5532.0	-152.2
5533.0	-152.02
5534.0	-147.49
5535.0	-146.87
5536.0	-153.34
5537.0	-154.47
5538.0	-146.41
5539.0	-150.92
5540.0	-163.58
5541.0	-162.66
5542.0	-165.01
5543.0	-166.73
5544.0	-159.8
5545.0	-153.54
5546.0	-145.92
5547.0	-145.19
5548.0	-151.62
5549.0	-150.15
5550.0	-150.43
5551.0	-151.82
5552.0	-156.2
5553.0	-148.05
5554.0	-147.28
5555.0	-147.81
5556.0	-153.96
5557.0	-151.83
5558.0	-153.92
5559.0	-156.17
5560.0	-156.37
5561.0	-144.23
5562.0	-143.78
5563.0	-160.8
5564.0	-147.93
5565.0	-150.69
5566.0	-152.95
5567.0	-145.6
5568.0	-153.21
5569.0	-149.76
5570.0	-143.54
5571.0	-141.53
5572.0	-150.17
5573.0	-152.06
5574.0	-148.66
5575.0	-149.34
5576.0	-155.76
5577.0	-149.73
5578.0	-153.99
5579.0	-146.19
5580.0	-144.69
5581.0	-151.48
5582.0	-150.84
5583.0	-146.58
5584.0	-146.23
5585.0	-148.2
5586.0	-150.84
5587.0	-152.1
5588.0	-144.17
5589.0	-147.15
5590.0	-152.3
5591.0	-146.13
5592.0	-144.79
5593.0	-150.4
5594.0	-155.62
5595.0	-146.92
5596.0	-144.68
5597.0	-149.93
5598.0	-151.71
5599.0	-146.76
5600.0	-148.46
5601.0	-142.62
5602.0	-142.54
5603.0	-147.45
5604.0	-149.12
5605.0	-153.36
5606.0	-146.86
5607.0	-144.88
5608.0	-148.07
5609.0	-153.92
5610.0	-146.86
5611.0	-154.14
5612.0	-153.37
5613.0	-156.83
5614.0	-147.28
5615.0	-145.31
5616.0	-143.74
5617.0	-144.41
5618.0	-147.61
5619.0	-145.82
5620.0	-142.07
5621.0	-143.22
5622.0	-150.73
5623.0	-154.16
5624.0	-145.23
5625.0	-149.44
5626.0	-153.34
5627.0	-146.69
5628.0	-143.63
5629.0	-144.11
5630.0	-148.13
5631.0	-151.33
5632.0	-151.32
5633.0	-152.13
5634.0	-151.04
5635.0	-151.95
5636.0	-159.1
5637.0	-153.97
5638.0	-151.4
5639.0	-149.06
5640.0	-154.07
5641.0	-152.82
5642.0	-146.65
5643.0	-143.38
5644.0	-143.33
5645.0	-144.14
5646.0	-144.68
5647.0	-148.13
5648.0	-159.08
5649.0	-151.02
5650.0	-143.72
5651.0	-147.82
5652.0	-159.64
5653.0	-144.54
5654.0	-143.46
5655.0	-144.88
5656.0	-142.15
5657.0	-142.89
5658.0	-148.51
5659.0	-148.53
5660.0	-147.44
5661.0	-144.17
5662.0	-151.54
5663.0	-150.08
5664.0	-153.17
5665.0	-151.41
5666.0	-153.63
5667.0	-166.68
5668.0	-152.41
5669.0	-153.96
5670.0	-154.22
5671.0	-152.35
5672.0	-147.13
5673.0	-147.37
5674.0	-154.73
5675.0	-153.95
5676.0	-152.12
5677.0	-142.95
5678.0	-144.5
5679.0	-150.4
5680.0	-148.1
5681.0	-145.24
5682.0	-152.62
5683.0	-146.19
5684.0	-145.8
5685.0	-144.75
5686.0	-148.23
5687.0	-158.66
5688.0	-153.78
5689.0	-150.05
5690.0	-150.31
5691.0	-146.75
5692.0	-146.43
5693.0	-156.24
5694.0	-150.1
5695.0	-153.9
5696.0	-152.29
5697.0	-159.31
5698.0	-155.37
5699.0	-147.41
5700.0	-145.6
5701.0	-145.46
5702.0	-145.81
5703.0	-151.1
5704.0	-150.34
5705.0	-144.02
5706.0	-145.5
5707.0	-156.35
5708.0	-153.4
5709.0	-152.1
5710.0	-147.78
5711.0	-142.85
5712.0	-145.13
5713.0	-146.75
5714.0	-145.65
5715.0	-152.19
5716.0	-152.47
5717.0	-143.54
5718.0	-147.13
5719.0	-157.93
5720.0	-160.93
5721.0	-149.11
5722.0	-146.96
5723.0	-151.12
5724.0	-145.54
5725.0	-146.62
5726.0	-143.65
5727.0	-153.59
5728.0	-149.52
5729.0	-148.58
5730.0	-145.64
5731.0	-145.39
5732.0	-147.03
5733.0	-145.9
5734.0	-143.32
5735.0	-151.51
5736.0	-152.87
5737.0	-148.4
5738.0	-152.16
5739.0	-149.93
5740.0	-148.93
5741.0	-147.14
5742.0	-156.3
5743.0	-150.44
5744.0	-148.6
5745.0	-153.11
5746.0	-146.44
5747.0	-144.62
5748.0	-145.99
5749.0	-147.54
5750.0	-142.21
5751.0	-146.06
5752.0	-147.43
5753.0	-145.08
5754.0	-148.67
5755.0	-155.27
5756.0	-160.87
5757.0	-150.55
5758.0	-155.29
5759.0	-145.7
5760.0	-148.0
5761.0	-152.84
5762.0	-149.67
5763.0	-149.07
5764.0	-166.47
5765.0	-167.02
5766.0	-148.88
5767.0	-142.87
5768.0	-151.06
5769.0	-150.5
5770.0	-144.78
5771.0	-149.52
5772.0	-155.4
5773.0	-144.88
5774.0	-149.01
5775.0	-160.01
5776.0	-146.32
5777.0	-143.39
5778.0	-146.3
5779.0	-147.66
5780.0	-145.94
5781.0	-150.42
5782.0	-151.54
5783.0	-149.33
5784.0	-158.71
5785.0	-149.08
5786.0	-146.13
5787.0	-163.79
5788.0	-146.45
5789.0	-147.69
5790.0	-156.83
5791.0	-141.49
5792.0	-140.63
5793.0	-144.81
5794.0	-151.7
5795.0	-164.12
5796.0	-147.12
5797.0	-150.39
5798.0	-155.71
5799.0	-153.16
5800.0	-155.84
5801.0	-149.45
5802.0	-154.84
5803.0	-144.15
5804.0	-152.45
5805.0	-151.49
5806.0	-163.14
5807.0	-152.22
5808.0	-150.5
5809.0	-147.29
5810.0	-150.07
5811.0	-151.76
5812.0	-146.11
5813.0	-149.84
5814.0	-145.41
5815.0	-145.32
5816.0	-146.62
5817.0	-157.29
5818.0	-145.9
5819.0	-144.52
5820.0	-144.34
5821.0	-143.94
5822.0	-150.81
5823.0	-151.3
5824.0	-147.87
5825.0	-175.01
5826.0	-166.52
5827.0	-147.17
5828.0	-151.97
5829.0	-155.59
5830.0	-148.14
5831.0	-148.69
5832.0	-147.23
5833.0	-151.95
5834.0	-144.8
5835.0	-146.52
5836.0	-145.6
5837.0	-145.81
5838.0	-144.46
5839.0	-155.69
5840.0	-149.38
5841.0	-149.51
5842.0	-153.65
5843.0	-144.4
5844.0	-151.26
5845.0	-160.91
5846.0	-153.02
5847.0	-148.28
5848.0	-141.76
5849.0	-146.54
5850.0	-152.51
5851.0	-153.09
5852.0	-148.04
5853.0	-143.66
5854.0	-142.28
5855.0	-145.51
5856.0	-151.07
5857.0	-144.36
5858.0	-148.32
5859.0	-145.45
5860.0	-140.99
5861.0	-144.2
5862.0	-145.89
5863.0	-146.63
5864.0	-143.14
5865.0	-141.46
5866.0	-145.51
5867.0	-153.1
5868.0	-143.44
5869.0	-140.35
5870.0	-140.56
5871.0	-144.61
5872.0	-142.77
5873.0	-145.53
5874.0	-151.99
5875.0	-148.88
5876.0	-155.87
5877.0	-146.52
5878.0	-145.39
5879.0	-156.99
5880.0	-143.33
5881.0	-140.33
5882.0	-143.27
5883.0	-148.83
5884.0	-149.88
5885.0	-150.55
5886.0	-149.33
5887.0	-153.13
5888.0	-144.73
5889.0	-146.83
5890.0	-152.42
5891.0	-156.93
5892.0	-151.7
5893.0	-142.31
5894.0	-143.27
5895.0	-148.56
5896.0	-148.58
5897.0	-145.24
5898.0	-145.28
5899.0	-145.85
5900.0	-142.97
5901.0	-149.76
5902.0	-149.3
5903.0	-150.99
5904.0	-145.24
5905.0	-140.57
5906.0	-142.63
5907.0	-141.86
5908.0	-142.99
5909.0	-150.74
5910.0	-149.38
5911.0	-145.63
5912.0	-150.61
5913.0	-145.5
5914.0	-144.68
5915.0	-149.6
5916.0	-143.2
5917.0	-146.05
5918.0	-145.15
5919.0	-145.15
5920.0	-157.09
5921.0	-144.18
5922.0	-148.28
5923.0	-147.77
5924.0	-148.52
5925.0	-161.61
5926.0	-146.06
5927.0	-152.53
5928.0	-144.58
5929.0	-143.42
5930.0	-140.9
5931.0	-141.32
5932.0	-140.34
5933.0	-139.01
5934.0	-146.01
5935.0	-155.88
5936.0	-163.57
5937.0	-158.71
5938.0	-144.32
5939.0	-141.36
5940.0	-147.2
5941.0	-151.73
5942.0	-145.2
5943.0	-165.08
5944.0	-146.92
5945.0	-156.34
5946.0	-153.65
5947.0	-154.21
5948.0	-153.99
5949.0	-147.99
5950.0	-147.43
5951.0	-154.87
5952.0	-151.63
5953.0	-149.84
5954.0	-140.84
5955.0	-141.05
5956.0	-151.01
5957.0	-149.12
5958.0	-146.01
5959.0	-148.89
5960.0	-145.63
5961.0	-142.58
5962.0	-142.35
5963.0	-144.82
5964.0	-158.13
5965.0	-143.05
5966.0	-158.18
5967.0	-148.73
5968.0	-160.83
5969.0	-147.38
5970.0	-146.05
5971.0	-151.8
5972.0	-148.77
5973.0	-146.01
5974.0	-148.02
5975.0	-150.52
5976.0	-165.02
5977.0	-160.26
5978.0	-151.52
5979.0	-144.29
5980.0	-145.39
5981.0	-152.15
5982.0	-143.92
5983.0	-150.28
5984.0	-153.23
5985.0	-155.93
5986.0	-151.04
5987.0	-152.02
5988.0	-175.31
5989.0	-159.82
5990.0	-147.91
5991.0	-143.12
5992.0	-143.19
5993.0	-167.35
5994.0	-143.47
5995.0	-145.26
5996.0	-143.68
5997.0	-145.85
5998.0	-150.3
5999.0	-152.48
6000.0	-144.78
6001.0	-150.28
6002.0	-158.74
6003.0	-151.58
6004.0	-156.79
6005.0	-149.5
6006.0	-155.58
6007.0	-143.18
6008.0	-141.48
6009.0	-141.73
6010.0	-140.79
6011.0	-142.11
6012.0	-148.59
6013.0	-153.89
6014.0	-152.01
6015.0	-157.23
6016.0	-163.27
6017.0	-149.48
6018.0	-149.35
6019.0	-149.05
6020.0	-152.46
6021.0	-160.45
6022.0	-153.56
6023.0	-144.99
6024.0	-141.6
6025.0	-139.69
6026.0	-141.02
6027.0	-146.54
6028.0	-148.15
6029.0	-151.69
6030.0	-150.77
6031.0	-154.65
6032.0	-149.91
6033.0	-155.23
6034.0	-144.28
6035.0	-143.22
6036.0	-144.14
6037.0	-141.18
6038.0	-143.47
6039.0	-145.88
6040.0	-154.27
6041.0	-149.84
6042.0	-158.72
6043.0	-157.0
6044.0	-159.6
6045.0	-154.26
6046.0	-145.94
6047.0	-149.21
6048.0	-150.46
6049.0	-148.96
6050.0	-142.87
6051.0	-143.78
6052.0	-146.49
6053.0	-144.21
6054.0	-142.27
6055.0	-147.33
6056.0	-147.79
6057.0	-147.17
6058.0	-144.03
6059.0	-148.81
6060.0	-150.92
6061.0	-153.13
6062.0	-154.26
6063.0	-146.77
6064.0	-145.22
6065.0	-146.2
6066.0	-143.22
6067.0	-148.74
6068.0	-152.15
6069.0	-149.93
6070.0	-155.58
6071.0	-156.04
6072.0	-144.86
6073.0	-147.38
6074.0	-147.48
6075.0	-145.4
6076.0	-145.42
6077.0	-152.64
6078.0	-152.68
6079.0	-158.33
6080.0	-148.31
6081.0	-156.29
6082.0	-144.67
6083.0	-141.19
6084.0	-142.77
6085.0	-147.21
6086.0	-158.24
6087.0	-148.27
6088.0	-152.83
6089.0	-150.42
6090.0	-151.94
6091.0	-144.81
6092.0	-142.28
6093.0	-151.77
6094.0	-146.95
6095.0	-140.02
6096.0	-141.09
6097.0	-148.36
6098.0	-142.73
6099.0	-142.23
6100.0	-142.13
6101.0	-141.79
6102.0	-143.47
6103.0	-148.44
6104.0	-141.56
6105.0	-140.69
6106.0	-142.38
6107.0	-141.87
6108.0	-142.84
6109.0	-145.24
6110.0	-144.23
6111.0	-145.08
6112.0	-146.64
6113.0	-145.76
6114.0	-144.78
6115.0	-159.46
6116.0	-153.9
6117.0	-147.87
6118.0	-143.82
6119.0	-147.96
6120.0	-148.38
6121.0	-139.58
6122.0	-141.31
6123.0	-148.52
6124.0	-147.94
6125.0	-147.4
6126.0	-146.12
6127.0	-151.5
6128.0	-147.89
6129.0	-147.79
6130.0	-154.33
6131.0	-151.24
6132.0	-148.75
6133.0	-161.97
6134.0	-146.79
6135.0	-146.14
6136.0	-164.42
6137.0	-144.14
6138.0	-146.09
6139.0	-145.61
6140.0	-153.7
6141.0	-147.04
6142.0	-149.05
6143.0	-145.83
6144.0	-141.6
6145.0	-150.79
6146.0	-149.54
6147.0	-145.13
6148.0	-141.62
6149.0	-143.8
6150.0	-142.3
6151.0	-143.76
6152.0	-147.26
6153.0	-146.75
6154.0	-157.21
6155.0	-154.43
6156.0	-151.0
6157.0	-147.18
6158.0	-143.32
6159.0	-143.73
6160.0	-144.47
6161.0	-151.17
6162.0	-146.97
6163.0	-140.87
6164.0	-140.22
6165.0	-140.35
6166.0	-144.51
6167.0	-155.64
6168.0	-143.74
6169.0	-140.68
6170.0	-148.41
6171.0	-149.63
6172.0	-146.5
6173.0	-149.8
6174.0	-150.57
6175.0	-139.35
6176.0	-141.02
6177.0	-147.95
6178.0	-146.06
6179.0	-147.02
6180.0	-154.49
6181.0	-155.52
6182.0	-165.71
6183.0	-147.8
6184.0	-150.56
6185.0	-144.5
6186.0	-138.32
6187.0	-139.43
6188.0	-147.81
6189.0	-147.97
6190.0	-143.62
6191.0	-143.17
6192.0	-139.78
6193.0	-144.73
6194.0	-152.18
6195.0	-148.16
6196.0	-140.52
6197.0	-140.97
6198.0	-146.28
6199.0	-152.91
6200.0	-158.96
6201.0	-148.59
6202.0	-145.73
6203.0	-146.84
6204.0	-144.94
6205.0	-142.45
6206.0	-143.15
6207.0	-147.62
6208.0	-153.37
6209.0	-144.72
6210.0	-142.52
6211.0	-140.81
6212.0	-143.61
6213.0	-159.66
6214.0	-147.97
6215.0	-150.26
6216.0	-154.1
6217.0	-147.89
6218.0	-163.17
6219.0	-147.19
6220.0	-143.17
6221.0	-144.89
6222.0	-141.55
6223.0	-140.44
6224.0	-145.7
6225.0	-144.95
6226.0	-145.41
6227.0	-140.29
6228.0	-140.15
6229.0	-143.53
6230.0	-144.7
6231.0	-149.45
6232.0	-149.68
6233.0	-140.8
6234.0	-140.56
6235.0	-146.74
6236.0	-146.94
6237.0	-143.05
6238.0	-146.56
6239.0	-140.88
6240.0	-137.9
6241.0	-142.74
6242.0	-155.05
6243.0	-144.88
6244.0	-149.47
6245.0	-145.47
6246.0	-154.47
6247.0	-143.9
6248.0	-142.05
6249.0	-154.37
6250.0	-141.62
6251.0	-144.72
6252.0	-138.85
6253.0	-137.43
6254.0	-144.57
6255.0	-155.05
6256.0	-158.5
6257.0	-150.54
6258.0	-143.87
6259.0	-138.59
6260.0	-142.86
6261.0	-158.07
6262.0	-142.82
6263.0	-143.99
6264.0	-157.47
6265.0	-147.15
6266.0	-149.79
6267.0	-140.24
6268.0	-141.63
6269.0	-145.09
6270.0	-146.52
6271.0	-148.01
6272.0	-146.95
6273.0	-147.15
6274.0	-147.62
6275.0	-154.77
6276.0	-148.87
6277.0	-148.21
6278.0	-146.76
6279.0	-143.97
6280.0	-144.92
6281.0	-139.3
6282.0	-138.9
6283.0	-148.23
6284.0	-147.0
6285.0	-142.63
6286.0	-149.53
6287.0	-145.3
6288.0	-144.35
6289.0	-170.63
6290.0	-141.19
6291.0	-141.26
6292.0	-154.85
6293.0	-148.28
6294.0	-146.39
6295.0	-147.25
6296.0	-145.91
6297.0	-143.23
6298.0	-143.96
6299.0	-143.7
6300.0	-142.74
6301.0	-149.46
6302.0	-155.51
6303.0	-152.74
6304.0	-143.76
6305.0	-137.5
6306.0	-136.86
6307.0	-140.8
6308.0	-146.77
6309.0	-141.03
6310.0	-143.66
6311.0	-149.27
6312.0	-149.36
6313.0	-152.6
6314.0	-144.0
6315.0	-147.49
6316.0	-150.17
6317.0	-144.92
6318.0	-140.02
6319.0	-137.85
6320.0	-143.37
6321.0	-147.39
6322.0	-169.48
6323.0	-143.01
6324.0	-141.24
